"INCIDENT NUMBER","CRASH DATE","STREET ADDRESS","CITY","STATE","INTERSECTING STREET","DISTRICT","ZONE","CRASH OCCURRED ON","TYPE OF ROADWAY","ROAD SURFACE","ROADWAY CONDITION","WEATHER CONDITION","LIGHTING CONDITION","INJURY","FATALITY","HIT AND RUN","PEDESTRIAN INVOLVED","TRAIN INVOLVED","INTERSECTION","TOTAL VEHICLES","VEHICLE ALIGNMENT","RELATION TO ROADWAY","MANNER OF COLLISION","PRIMARY FACTOR","SECONDARY FACTOR","LATITUDE","LONGITUDE","GEOMETRY"
"23-110683","2023 Nov 03 01:00:00 AM","5750 FLORIDA BLVD","Baton Rouge","LA","N ARDENWOOD","7","3G-1","US highway","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Violations","30.4510581726517","-91.1293518749764","POINT (-91.1293578 30.4510637)"
"23-110676","2023 Nov 03 01:00:00 AM","6000 AIRLINE  HWY","Baton Rouge","LA","SAINT KATHERINE","5","4F-2","US highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4979678414902","-91.1280550114707","POINT (-91.1280609 30.4979733)"
"23-110734","2023 Nov 03 01:00:00 AM","11140 INTERSTATE 12 HWY","Baton Rouge","LA","S SHERWOOD FOREST","8","3E-2","Interstate","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Backing - rear to front","Violations","Not applicable","30.4291799967724","-91.0571338448272","POINT (-91.0571397 30.4291855)"
"23-110648","2023 Nov 03 01:00:00 AM","2400  S ACADIAN","Baton Rouge","LA","I-10","7","2B-1","State highway","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.4231040400344","-91.151438994562","POINT (-91.1514449 30.4231095)"
"23-110821","2023 Nov 03 01:00:00 AM","3800 BLK S SHERWOOD FOREST BLVD","Baton Rouge","LA","LAKE SHERWOOD","8","3F-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dark - continuous street lights","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Movement prior to crash","Driver condition","30.4200633333333","-91.0517493730139","POINT (-91.0517553 30.4200688)"
"23-11392","2023 Nov 03 01:00:00 AM","W/B     I-10 HWY","Baton Rouge","LA","COLLEGE","8","3F-2","Interstate","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","1","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Movement prior to crash","Movement prior to crash","30.4321134307576","-91.0471730769387","POINT (-91.047179 30.4321189)"
"23-110632","2023 Nov 03 01:00:00 AM","INTERSTATE 110 HWY","Baton Rouge","LA","HARDING","2","4C-2","Interstate","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Movement prior to crash","30.5190221678937","-91.1593215575902","POINT (-91.1593275 30.5190277)"
"23-110785","2023 Nov 03 01:00:00 AM","9679 AIRLINE HWY","Baton Rouge","LA","OLD HAMMOND","6","3C-2","US highway","ONE-WAY ROAD","Dry",,"Clear","Dark - continuous street lights","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Vision obstructions","Not applicable","30.4320633239817","-91.0808514364779","POINT (-91.0808573 30.4320688)"
"23-111656","2023 Nov 03 01:00:00 AM","1800 N ACADIAN TH W THWY","Baton Rouge","LA","WASHINGTON","7","1B-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","0","0","0","1","0","true","1","Straight","On roadway","Not a collision between two motor vehicles in transport","Violations","Not applicable","30.46541497571","-91.1563067207594","POINT (-91.1563126 30.4654205)"
"23-110475","2023 Nov 03 01:00:00 AM","TWELVE OAKS AVE","Baton Rouge","LA","RIVERBEND","3","2C-3","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dark - continuous street lights","0","0","0","0","0","false","1","Straight","Roadside","Not a collision between two motor vehicles in transport","Movement prior to crash","Movement prior to crash","30.377192633012","-91.1987527061659","POINT (-91.1987586 30.3771981)"
"23-110607","2023 Nov 03 01:00:00 AM","1700 LEE DR","Baton Rouge","LA","SWEETBRIAR","12","2D-3","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - left opposite direction","Violations","Movement prior to crash","30.4113373755025","-91.1465112559224","POINT (-91.1465172 30.4113429)"
"23-110659","2023 Nov 03 01:00:00 AM","1300 NICHOLSON","Baton Rouge","LA","OAKLAHOMA","10","1A-1","State highway","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4349946754844","-91.1873948973686","POINT (-91.1874008 30.4350002)"
"23-110283","2023 Nov 02 01:00:00 AM","500 N ACADIAN THWY","Baton Rouge","LA","MAIN","7","1C-1","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Angle - perpendicular/other angle","Movement prior to crash","Movement prior to crash","30.4524163343354","-91.1547027011101","POINT (-91.1547086 30.4524218)"
"23-110384","2023 Nov 02 01:00:00 AM","13500 FLORIDA  BLVD","Baton Rouge","LA","N FLANNERY","4","3D-2","US highway","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Dark - continuous street lights","0","0","0","0","0","true","2","Straight","On roadway","Angle - left opposite direction","Violations","Violations","30.4625341279966","-91.0351654701368","POINT (-91.0351714 30.4625396)"
"23-110362","2023 Nov 02 01:00:00 AM","8800 GOODWOOD BLVD","Baton Rouge","LA","AIRLINE","11","3G-3","City street","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Not applicable","30.4427535332717","-91.0915068566781","POINT (-91.0915128 30.442759)"
"23-110159","2023 Nov 02 01:00:00 AM","100 INTERSTATE 12 HWY","Baton Rouge","LA","ESSEN","11","2B-3","Interstate","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.4159809545146","-91.098778914572","POINT (-91.0987848 30.4159864)"
"23-110349","2023 Nov 02 01:00:00 AM","102 S ACADIAN THWY","Baton Rouge","LA","NORTH","10","1B-1","City street","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.4479875419788","-91.1549208703852","POINT (-91.1549268 30.447993)"
"23-110364","2023 Nov 02 01:00:00 AM","7333 HIGHLAND  RD","Baton Rouge","LA","KENILWORTH","12","2E-2","Off road/private property","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","Off roadway, location unknown","Not a collision between two motor vehicles in transport","Violations","Movement prior to crash","30.3791477780816","-91.1384434108465","POINT (-91.1384493 30.3791532)"
"23-110336","2023 Nov 02 01:00:00 AM","12890 US 61","Baton Rouge","LA","STUMBERG","9","3F-3","US highway","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Violations","30.3813807245798","-91.0384917554683","POINT (-91.0384976 30.3813862)"
"23-110272","2023 Nov 02 01:00:00 AM","4500 HIGHLAND RD","Baton Rouge","LA","DELGADO","12","2C-3","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","1","0","0","false","2","Straight","On roadway","Front to rear - rear end","Movement prior to crash","Violations","30.4015924271924","-91.1697176569114","POINT (-91.1697236 30.4015979)"
"23-110309","2023 Nov 02 01:00:00 AM","400 LOBDELL BLVD","Baton Rouge","LA","FLORIDA","6","1D-1","City street","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Movement prior to crash","30.4532258881446","-91.1122380564784","POINT (-91.112244 30.4532314)"
"23-110183","2023 Nov 02 01:00:00 AM","7600 PERKINS RD","Baton Rouge","LA","ESSEN","12","2E-4","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.3941876185256","-91.1086322776289","POINT (-91.1086382 30.3941931)"
"23-110316","2023 Nov 02 01:00:00 AM","100 SHARP LN","Baton Rouge","LA","FLORIDA BLVD","6","3B-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","1","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Not applicable","30.4568860710997","-91.0720919554098","POINT (-91.0720979 30.4568916)"
"23-110239","2023 Nov 02 01:00:00 AM","SHERWOOD FOREST BLVD","Baton Rouge","LA","GOODWOOD","6","3E-1","City street","ONE-WAY ROAD","Unknown",,"Unknown","Unknown","0","0","1","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.4489485193811","-91.058211905708","POINT (-91.0582178 30.448954)"
"23-110214","2023 Nov 02 01:00:00 AM","2220 S. SHERWOOD FOREST  BLVD","Baton Rouge","LA","N. HARRELLS FERRY","6","3E-2","Off road/private property","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","In parking lane or zone","Other","Driver condition","Movement prior to crash","30.4324618083631","-91.0577368122766","POINT (-91.0577427 30.4324673)"
"23-110356","2023 Nov 02 01:00:00 AM","5500 MCCLELLAND  DR","Baton Rouge","LA","HOLLYWOOD","5","4F-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Driver condition","30.4998584049846","-91.1352138022236","POINT (-91.1352197 30.4998639)"
"23-110306","2023 Nov 02 01:00:00 AM","700 LOBDELL BLVD","Baton Rouge","LA","PRIVATE","6","1D-2","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Movement prior to crash","Movement prior to crash","30.4566429944446","-91.1121638883314","POINT (-91.1121698 30.4566485)"
"23-110411","2023 Nov 02 01:00:00 AM","5200 NICHOLSON DR","Baton Rouge","LA","W LEE","12","2C-3","State highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dark - continuous street lights","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.389689859729","-91.172828705175","POINT (-91.1728346 30.3896953)"
"23-110345","2023 Nov 02 01:00:00 AM","5800 AIRLINE HWY","Baton Rouge","LA","GREENWELL","5","4F-2","US highway","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","1","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.5023867321492","-91.1313272541272","POINT (-91.1313332 30.5023922)"
"23-110207","2023 Nov 02 01:00:00 AM","15669 I-10","Baton Rouge","LA","DALRYMPLE","10","2D-1","Interstate","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","0","0","0","false","1","Straight","Separator/traffic island","Not a collision between two motor vehicles in transport","Vehicle condition","Vehicle condition","30.4273790887975","-91.1690664778089","POINT (-91.1690724 30.4273846)"
"23-110162","2023 Nov 02 01:00:00 AM","2714 LINWOOD ST","Baton Rouge","LA","SENECA","10","1A-3","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Angle - perpendicular/other angle","Movement prior to crash","Movement prior to crash","30.4713634274465","-91.1729588877268","POINT (-91.1729648 30.4713689)"
"23-110163","2023 Nov 02 01:00:00 AM","8500 US 61","Baton Rouge","LA","GREENMOSS","6","3B-1","US highway","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Dawn/dusk","0","0","0","0","0","false","2","Straight","On roadway","Angle - right into flow","Violations","Driver condition","30.4545900310774","-91.0970007735752","POINT (-91.0970067 30.4545955)"
"23-110161","2023 Nov 02 01:00:00 AM","16000 INTERSTATE 10 HWY","Baton Rouge","LA","ESSEN","11","2B-3","Interstate","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.407607195511","-91.1025284735435","POINT (-91.1025344 30.4076127)"
"23-110169","2023 Nov 02 01:00:00 AM","319 S INTERSTATE 110  HWY","Baton Rouge","LA","N 22ND","7","1C-1","City street","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","0","0","0","false","3","Straight","On roadway","Front to rear - rear end","Movement prior to crash","Violations","30.444212621695","-91.1536593860048","POINT (-91.1536653 30.4442181)"
"23-110181","2023 Nov 02 01:00:00 AM","3500 PERKINS  RD","Baton Rouge","LA","S ACADIAN","12","2B-1","State highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","0","0","0","0","0","true","2","Straight","On roadway","Front to rear - rear end","Violations","Not applicable","30.4211592580472","-91.1527896326787","POINT (-91.1527956 30.4211647)"
"23-110293","2023 Nov 02 01:00:00 AM","10100 S CHOCTAW DR","Baton Rouge","LA","E PERDUE","6","3B-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","0","0","0","0","0","true","2","Straight","On roadway","Angle - left across flow","Violations","Not applicable","30.4720503720981","-91.0719675002366","POINT (-91.0719734 30.4720559)"
"23-110229","2023 Nov 02 01:00:00 AM","200 LEE DR","Baton Rouge","LA","HIGHLAND","12","2D-3","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.3958899418021","-91.1578982757314","POINT (-91.1579042 30.3958954)"
"23-110185","2023 Nov 02 01:00:00 AM","9800 US 61","Baton Rouge","LA","INTERLINE","11","3G-4","US highway","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Driver condition","30.4278116843179","-91.0780751087924","POINT (-91.078081 30.4278172)"
"23-110170","2023 Nov 02 01:00:00 AM","397 S INTERSTATE 110 HWY","Baton Rouge","LA","WELLER","10","4G-1","Interstate","ONE-WAY ROAD","Dry",,"Clear","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Violations","30.4822680317157","-91.1661912166219","POINT (-91.1661971 30.4822735)"
"23-110271","2023 Nov 02 01:00:00 AM","1600 O'NEAL LN","Baton Rouge","LA","COMMERCIAL","9","3F-1","City street","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Violations","30.4451387773231","-91.0075675383409","POINT (-91.0075734 30.4451443)"
"23-117479","2023 Nov 02 01:00:00 AM","9000 OLD HAMMOND HWY","Baton Rouge","LA","GATE","6","3C-2","State highway","ONE-WAY ROAD","Dry",,"Clear","Dark - continuous street lights","1","0","1","0","0","true","2","Straight","On roadway","Angle - left opposite direction","Violations","Movement prior to crash","30.431803517212","-91.0796157138514","POINT (-91.0796216 30.431809)"
"23-110420","2023 Nov 02 01:00:00 AM","154 EAST I-12 HWY","Baton Rouge","LA","ESSEN","11","2B-3","Interstate","ONE-WAY ROAD","Dry",,"Clear","Dark - continuous street lights","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Not applicable","30.416827167966","-91.0944706842676","POINT (-91.0944766 30.4168326)"
"23-110397","2023 Nov 02 01:00:00 AM","650 BLOUNT RD","Baton Rouge","LA","SCENIC","2","4A-1","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dawn/dusk","0","0","0","0","0","false","2","Straight","On roadway","Angle - right into flow","Violations","Not applicable","30.5406657202872","-91.1905892424711","POINT (-91.1905952 30.5406712)"
"23-110176","2023 Nov 02 01:00:00 AM","4200 W LAKESHORE DR","Baton Rouge","LA","CORNELL","12","2D-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4074014344517","-91.1688774499829","POINT (-91.1688834 30.4074069)"
"23-110371","2023 Nov 02 01:00:00 AM","9300 LA 37","Baton Rouge","LA","MONTERREY","6","3A-1","State highway","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Not applicable","30.4851341690843","-91.0838029574379","POINT (-91.0838089 30.4851397)"
"23-110168","2023 Nov 02 01:00:00 AM","16093 I-10","Baton Rouge","LA","ESSEN","11","2B-3","Interstate","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Movement prior to crash","Violations","30.4042231901277","-91.0970834663591","POINT (-91.0970894 30.4042287)"
"23-110315","2023 Nov 02 01:00:00 AM","1380 CENTRAL THWY","Baton Rouge","LA","FLORIDA","4","3D-3","City street","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Violations","30.4673243894508","-91.0101029100508","POINT (-91.0101088 30.4673299)"
"23-110334","2023 Nov 02 01:00:00 AM","1400 S ACADIAN THWY","Baton Rouge","LA","BROUSSARD","7","2A-2","State highway","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Not applicable","30.4364213017172","-91.1528140925501","POINT (-91.15282 30.4364268)"
"23-110348","2023 Nov 02 01:00:00 AM","4500 BENNINGTON AVE","Baton Rouge","LA","JAMESTOWN","7","2B-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Not applicable","30.4203984412124","-91.1388236908583","POINT (-91.1388296 30.4204039)"
